,user,text,favorite_count,retweet_count,create_at
140,WilliamsRuto,"Held bilateral talks with the Prime Minister of Mauritius Pravind Jugnauth at the Washington Convention Center on the sidelines of the ongoing U.S.-Africa Summit in Washington, D.C., United States of America. https://t.co/GifMZAkpw5",389,59,2022-12-14 17:53:59+00:00
141,WilliamsRuto,Kenya is keen on increasing its trade relations with Mauritius as part of the intra-Africa trade strategy. The two countries will be signing a joint cooperation agreement in 2023 that will harmonise product standards and eliminate barriers such as double taxation. https://t.co/dwlcscoegp,1525,188,2022-12-14 17:53:56+00:00
142,WilliamsRuto,"Met with Dr @JNkengasong, the U.S.A. Ambassador for the President's Emergency Plan for AIDS Relief, Washington, D.C., United States of America. https://t.co/KyXsYD4aYD",395,64,2022-12-14 03:33:49+00:00
143,WilliamsRuto,PEPFAR programmes are in line with our agenda of Universal Health Coverage and we look forward to working together on this cause. https://t.co/RLm6QMUwMp,505,72,2022-12-14 03:33:34+00:00
144,WilliamsRuto,Kenya acknowledges the enhancement of support by the U.S. President's Emergency Plan for AIDS Relief (PEPFAR) in the global campaign to save lives from the HIV/AIDS pandemic. https://t.co/MzsaCIPcmv,1449,174,2022-12-14 03:33:32+00:00
145,WilliamsRuto,"In Washington, D.C., United States of America, agreed areas of cooperation with the Google Senior Vice President for Technology and Society James Manyika. https://t.co/ULc5QUBycC",791,125,2022-12-13 23:27:00+00:00
146,WilliamsRuto,The Government’s planned digitisation of its services will provide an area of collaboration with Google. https://t.co/6xeX9i60Dg,698,99,2022-12-13 23:26:59+00:00
147,WilliamsRuto,We commend Google for establishing a product development centre in Kenya that will coordinate its activities within Kenya and the Africa Region. This is an appreciation of the potential of the digital space and Kenya’s skilled human capital. https://t.co/RyjdC3TSOz,1915,231,2022-12-13 23:26:57+00:00
148,WilliamsRuto,"Hosted the President of The Rockefeller Foundation Dr Rajiv Shah on the sidelines of the U.S.-Africa Summit, Washington, D.C., United States of America. https://t.co/cqfskz96KZ",704,104,2022-12-13 20:01:41+00:00
149,WilliamsRuto,The Ministry of Energy will collaborate with the Rockefeller Foundation to exploit that potential and contribute in making Kenya a clean green energy destination. https://t.co/lqCTan71Np,610,101,2022-12-13 20:01:03+00:00
150,WilliamsRuto,We believe the full potential of our energy like wind and geothermal remains untapped due to insufficient investment in distribution and storage. https://t.co/yDTBnxbXYv,2632,272,2022-12-13 19:59:27+00:00
151,WilliamsRuto,"The 59th Jamhuri Day Celebrations at the Nyayo Stadium, Nairobi. https://t.co/N2NtryZkec",790,92,2022-12-12 09:48:14+00:00
152,WilliamsRuto,"The first national day celebration dedicated to a theme that is relevant to our national aspirations-Tech and Innovation. The promise of innovation is to enable us connect, innovate and inspire. https://t.co/45cnc1FNGQ",578,91,2022-12-12 09:43:50+00:00
153,WilliamsRuto,"We have a duty to forge the way forward with courage, diligence and unity. https://t.co/oxQh9v0Xu8",3944,363,2022-12-12 09:43:47+00:00
154,WilliamsRuto,"59th Jamhuri Day Celebrations, Nyayo Stadium, Nairobi. https://t.co/0cYcsIe608",1190,206,2022-12-12 06:58:21+00:00
155,WilliamsRuto,"Held meetings with leaders from various global tech companies at State House, Nairobi, before attending the Jamhuri Tech and Innovation Summit at the Kenyatta International Conference Center (KICC). https://t.co/AsDeEgv5Hr",704,97,2022-12-11 17:54:18+00:00
156,WilliamsRuto,Our partnership with global tech companies aimed at nurturing the potential of our youth will unlock numerous opportunities online. Our aim is to ensure the youth are equipped with skills that meet international standards. https://t.co/UujPXK0A2X,2346,281,2022-12-11 17:54:16+00:00
157,WilliamsRuto,"During a meeting with the leader of the Dawoodi Bohra community, His Holiness Syedna Mufaddal Saifuddin at State House, Nairobi. The community is engaged in construction of low cost houses. https://t.co/hhHPRyWM9F",681,106,2022-12-11 17:38:18+00:00
158,WilliamsRuto,We are working with the private sector to fast track the construction of low cost houses in the country. Our goal is to ensure low income earners become home owners and live dignified lives. https://t.co/DKM7jTLH4S,2704,289,2022-12-11 17:38:17+00:00
159,WilliamsRuto,"Jamhuri Tech and Innovation Summit, KICC, Nairobi. https://t.co/Py2NMhJRSd",778,147,2022-12-11 14:45:05+00:00
160,WilliamsRuto,"During an interdenominational church service at Wanjohi Primary School, Kipipiri Constituency, Nyandarua County. https://t.co/in9LzVkCUG",557,63,2022-12-11 12:00:53+00:00
161,WilliamsRuto,But God will never forget the needy; the hope of the afflicted will never perish. — Psalm 9:18 https://t.co/1S0Oes30kK,3057,268,2022-12-11 12:00:51+00:00
162,WilliamsRuto,"Interdenominational church service at Wanjohi Primary School grounds, Kipipiri, Nyandarua County. https://t.co/EAGCijKeW6",998,143,2022-12-11 06:42:21+00:00
163,WilliamsRuto,Held bilateral talks with Eritrea's President H.E. Isaias Afwerki in Asmara. https://t.co/NmVvf50Klc,1721,468,2022-12-09 17:30:55+00:00
164,WilliamsRuto,Kenya treasures the cordial relations it enjoys with Eritrea and is keen on furthering this cooperation for regional stability and prosperity of the two countries. https://t.co/YfKG6UuGZR,4966,1182,2022-12-09 17:30:53+00:00
165,WilliamsRuto,"Presided over the 18th Graduation ceremony at the Masinde Muliro University, Kakamega County. https://t.co/OmoBrPx32f",565,68,2022-12-09 14:00:34+00:00
166,WilliamsRuto,"It is the work of our best and brightest to bring new ideas to confront the biggest challenges of our time, especially climate change and hunger. https://t.co/CpnOwDMldg",554,69,2022-12-09 14:00:32+00:00
167,WilliamsRuto,The objective of higher education particularly science and technology is to solve complex problems for society through research and innovation. https://t.co/SC1Ra2jQ2r,1975,208,2022-12-09 14:00:30+00:00
168,WilliamsRuto,"Masinde Muliro University of Science and Technology 18th graduation ceremony, Kakamega County. https://t.co/tMKBWKHESj",971,135,2022-12-09 07:10:57+00:00
169,WilliamsRuto,... https://t.co/B6BPJTVpvn,689,78,2022-12-08 16:41:38+00:00
170,WilliamsRuto,"Commissioned the Kakamega Airstrip, inspected the Kakamega County Teaching and Referral Hospital and shared our development Plan with the Western Kenya leadership at the Kakamega State Lodge, Kakamega County. https://t.co/wIWIgXvjdD",1135,137,2022-12-08 16:27:25+00:00
171,WilliamsRuto,...in creating and expanding economic opportunities for ordinary Kenyans. We are indebted to their sacrifice and commitment to our philosophy that it is not about us but the people. https://t.co/64zfF1zNCK,819,104,2022-12-08 16:27:23+00:00
172,WilliamsRuto,"We salute Governors @BarasaFernandes (Kakamega), @Natembeya_G (Trans-Nzoia), @Gov_Ottichilo (Vihiga), Deputy Governors, a host of elected Opposition MPs, MCAs and COTU Secretary-General @AtwoliDza for rising above party politics and agreeing to walk with us... https://t.co/EYPHP0bxr6",5421,604,2022-12-08 16:27:21+00:00
173,WilliamsRuto,"During the ground-breaking ceremony for New Tuition Blocks at the Technical University of Kenya, Nairobi. https://t.co/vgA2hHpmzh",571,69,2022-12-08 14:34:41+00:00
174,WilliamsRuto,"Tertiary institutions, especially TVETs, are essential for  improving the competitiveness of Kenya's labour in the global market, enhancing our capacity for innovation and enabling social and economic progress. https://t.co/I51VcgA3xf",1718,217,2022-12-08 14:34:39+00:00
175,WilliamsRuto,"Tour of Kakamega County Teaching and Referral Hospital, Kakamega County. https://t.co/TLw4OVW6MP",695,101,2022-12-08 14:30:25+00:00
176,WilliamsRuto,"Ground-breaking ceremony for New Tuition Blocks, Technical University of Kenya, Nairobi. https://t.co/dX8wks3b42",978,164,2022-12-08 07:37:49+00:00
177,WilliamsRuto,"During the ground-breaking ceremony of the Nairobi Railway City, Nairobi County, in the company of Deputy President @rigathi, Prime Cabinet Secretary @MusaliaMudavadi, UK Foreign Secretary @JamesCleverly , among other leaders. https://t.co/XSnhTaIFPf",694,92,2022-12-07 15:56:55+00:00
178,WilliamsRuto,"We will redevelop the Nairobi Central Railway Station and its precincts into the Nairobi Railway City. This is part of our masterplan to liberate Nairobi to make it live up to its full promise as a national, regional, continental and global multi-sectoral hub. https://t.co/uQLeyzbNmy",3815,439,2022-12-07 15:56:53+00:00
179,WilliamsRuto,"At State House, Nairobi, held talks with @JamesCleverly, the Secretary of State for Foreign, Commonwealth and Development Affairs of the United Kingdom; agreed to further peace and stability in the Horn of Africa. https://t.co/rANv7XgNhH",511,70,2022-12-07 13:46:42+00:00
180,WilliamsRuto,"We look forward to widening and furthering our cooperation with the United Kingdom to advance a more sustainable, secure, inclusive and prosperous Kenya. https://t.co/8Lj3taPkMz",2080,219,2022-12-07 13:46:40+00:00
181,WilliamsRuto,"Ground-breaking ceremony for the Railway City Project, Nairobi. https://t.co/gvIJQQq6zc",692,124,2022-12-07 12:57:52+00:00
182,WilliamsRuto,"Commissioned the Mavoko Affordable Housing Project in Machakos County in the company of Lands and Housing CS Zakariah Njeru, Governors Wavinya Ndeti (Machakos), Julius Malombe (Kitui), Machakos Senator Agnes Kavindu, Mavoko MP Patrick Makau, among other leaders. https://t.co/K50bBIZMYt",617,91,2022-12-07 10:26:25+00:00
183,WilliamsRuto,This transformative Plan goes beyond the provision of affordable housing units to presenting opportunities for gainful employment and wealth creation to millions of Kenyans struggling to put food on the table. https://t.co/6qcjgHeUfx,747,104,2022-12-07 10:26:23+00:00
184,WilliamsRuto,"The launch of more than 5,000 housing units in Mavoko Constituency confirms the Government’s strategic focus on expanding access to quality, spacious, clean, safe and secure dwelling places at affordable cost in our country. https://t.co/3Cacys7Crv",3558,375,2022-12-07 10:26:21+00:00
185,WilliamsRuto,"Witnessed the swearing-in of the Judges of the High Court of Kenya at the State House, Nairobi, as part of our plan to consolidating the place of Kenya as a democratic country. https://t.co/AqyJXGtSid",492,53,2022-12-07 08:26:26+00:00
186,WilliamsRuto,"It is the commitment of our administration to have an independent, impartial and fearless Judiciary that will serve all Kenyans diligently and with integrity. https://t.co/9g89re6CDr",2546,247,2022-12-07 08:26:25+00:00
187,WilliamsRuto,"Ground-breaking for the Mavoko Affordable Housing Project, Machakos County. https://t.co/HbqGnMO6Qr",662,124,2022-12-07 07:13:36+00:00
188,WilliamsRuto,"Swearing in of High Court Judges, State House, Nairobi. https://t.co/ud44MN4aF7",1184,173,2022-12-07 05:05:21+00:00
189,WilliamsRuto,"During the official opening of the 2022 Kenya Innovation Week, Sarit Expo Centre, Nairobi. https://t.co/5PMucnebiB",592,86,2022-12-06 14:34:14+00:00
190,WilliamsRuto,"We are developing relevant policies that will nurture and stimulate innovation in Kenya. This is in appreciation that innovation has the power to accelerate productivity, generate gainful employment and create wealth for millions of ordinary people. https://t.co/ZJ0Wyj5C6c",2559,291,2022-12-06 14:26:34+00:00
191,WilliamsRuto,"Launch of Virtual Desktops, Kabete National Polytechnic, Nairobi. https://t.co/39XtiLlPDU",509,86,2022-12-06 13:35:35+00:00
192,WilliamsRuto,"Official opening of the Kenya Innovation Week at Sarit Expo Centre, Nairobi. https://t.co/rx4yBuMhKy",519,92,2022-12-06 12:19:44+00:00
193,WilliamsRuto,"With Deputy President @rigathi, caucused with Kenya Kwanza MPs at Windsor, Kiambu County. https://t.co/MZMyfjowcb",420,64,2022-12-05 18:26:44+00:00
194,WilliamsRuto,"The Legislature is an important partner in delivering the social and economic agenda that we promised Kenyans. Ours is a unity of purpose, focused on the prosperity of ordinary Kenyans. https://t.co/BhligDFKcO",2049,190,2022-12-05 18:26:43+00:00
195,WilliamsRuto,"Joined Chief Justice Martha Koome, Attorney General Justin Muturi, Director of Public Prosecution Noordin Haji, among others, in the launch of the inaugural annual report on the administration of justice 2021/2022, Nairobi. https://t.co/sk9YLKf6b0",414,49,2022-12-05 15:34:36+00:00
196,WilliamsRuto,That is why the Government is keen on supporting the enhancement of the criminal justice system reforms to correspond to best practices and respond to the wisdom of basic fairness. https://t.co/gvdYuiOMxP,477,53,2022-12-05 15:34:34+00:00
197,WilliamsRuto,We strongly believe delays in court cases are more prejudicial than the eventual penalty on conviction. https://t.co/b7OkkklZM6,1679,179,2022-12-05 15:34:32+00:00
198,WilliamsRuto,"Launch of the Administration of Justice in Kenya Annual report 2021/2022, Nairobi. https://t.co/ahl3banfXa",823,138,2022-12-05 07:35:12+00:00
199,WilliamsRuto,"With Deputy President @rigathi and other leaders during an Interdenominational Prayer service at the University of Embu, Embu County. https://t.co/GlBL8BwuWw",819,91,2022-12-04 11:12:07+00:00
